name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage (km/l),engine (cc),max_power (bhp),seats,brand_name,model_name
Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Dealer,Manual,First,23.08,1461.0,63.1,5.0,Renault,Pulse RxZ Optional
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna AT
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First,18.78,999.0,75.0,5.0,Volkswagen,Polo 2015-2019 1.0 MPI Trendline
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First,15.1,2179.0,152.87,7.0,Mahindra,XUV500 W9 BSIV
Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Dealer,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla Altis Diesel D4DG
Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Dealer,Automatic,Second,17.21,1197.0,103.6,5.0,Volkswagen,Polo GT TSI
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Dealer,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 GX MT BSIV
Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Dealer,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL
Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Dealer,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 Era 1.4 CRDi
Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta 1.2
Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Dealer,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz 1.2 S AT i VTEC
Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Individual,Manual,Second,17.19,1197.0,81.86,5.0,Hyundai,i20 Active 1.2 SX with AVN
Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,Manual,First,13.8,1299.0,70.0,5.0,Ford,Ikon 1.3 Flair
Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 LXI
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Individual,Manual,First,13.58,2499.0,72.4,9.0,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII
Chevrolet Beat Diesel,2013,200000,60000,Diesel,Individual,Manual,Second,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel
Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,Manual,First,21.04,1461.0,83.8,7.0,Renault,Lodgy 85PS RxE 7 Seater
Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Individual,Manual,Second,12.8,1489.0,35.5,5.0,Ambassador,CLASSIC 1500 DSL AC
Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Individual,Manual,First,20.4,1197.0,83.11,5.0,Maruti,Swift LXI Optional-O
Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Individual,Manual,First,24.5,1498.0,98.6,7.0,Honda,Mobilio RS i DTEC
Maruti Swift VDI,2015,480000,87847,Diesel,Dealer,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift VDI
Maruti Alto LXi,2009,140000,35000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Maruti Swift VXI 2018,2018,550000,5000,Petrol,Individual,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift VXI 2018
Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Individual,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI
Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,Manual,First,19.09,1405.0,69.01,5.0,Tata,Indigo CS LS (TDI) BS-III
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift Dzire VXI 1.2
Renault KWID RXL,2017,250000,40000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Maruti Alto LX,2009,120000,17000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LX
Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Individual,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza Aura Quadrajet BS IV
Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Individual,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta 1.2
Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Individual,Manual,Third,15.4,1997.0,120.0,7.0,Mahindra,Scorpio 1.99 S10 4WD
Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Individual,Manual,First,17.0,1956.0,138.1,5.0,Tata,Harrier XZ Dark Edition BSIV
Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Individual,Manual,Second,25.01,1498.0,89.75,5.0,Ford,Fiesta 1.5 TDCi Trend
Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX BSIII
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Individual,Manual,Third,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Individual,Manual,First,18.2,1199.0,82.4,5.0,Chevrolet,Sail 1.2 LS ABS
Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Individual,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Individual,Manual,First,15.64,1193.0,64.1,5.0,Tata,Indigo CS eGLX BS IV
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,110000,Diesel,Individual,Automatic,Second,11.79,2179.0,120.0,8.0,Mahindra,Scorpio VLS AT 2.2 mHAWK
Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,Automatic,First,23.95,998.0,67.1,5.0,Maruti,Alto K10 VXI AGS Optional
Hyundai i10 Sportz,2010,210000,110000,Petrol,Individual,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Individual,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First,13.6,1999.0,177.0,5.0,Jaguar,XE 2016-2019 2.0L Diesel Prestige
Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Individual,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT
Maruti Ertiga ZDI,2013,509999,148000,Diesel,Individual,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Individual,Manual,Second,21.27,1396.0,88.76,5.0,Hyundai,i20 Asta 1.4 CRDi
Maruti Alto 800 LXI,2015,310000,18000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Individual,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XMS
Maruti Alto LXI,2004,105000,96000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LXI
Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Individual,Manual,Second,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech
Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Individual,Manual,Third,21.9,1396.0,88.76,5.0,Hyundai,i20 Sportz 1.4 CRDi
Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Individual,Manual,Third,20.5,1598.0,105.0,5.0,Volkswagen,Vento Diesel Breeze
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire ZDI
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First,17.5,1199.0,88.7,5.0,Honda,WR-V i-VTEC VX
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,Manual,Second,21.03,1461.0,65.0,5.0,Mahindra,Verito 1.5 D2 BSIV
Tata Indigo TDI,2008,210000,100000,Diesel,Individual,Manual,First,19.61,1405.0,70.0,5.0,Tata,Indigo TDI
Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Individual,Manual,Second,18.2,1199.0,84.8,5.0,Chevrolet,Sail Hatchback Petrol LS ABS
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Individual,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Individual,Manual,First,25.5,1498.0,98.6,5.0,Honda,WR-V i-DTEC VX
Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz VDi Plus
Hyundai i10 Magna,2008,200000,40000,Petrol,Individual,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Individual,Manual,First,21.02,1248.0,88.76,5.0,Tata,Manza Club Class Quadrajet90 EX
Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Individual,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Individual,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 GX AT BSIV
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Individual,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater
Maruti Ertiga VDI,2015,650000,100000,Diesel,Individual,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Individual,Manual,Second,25.83,1498.0,99.0,5.0,Ford,Figo Aspire 1.5 TDCi Trend
Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Individual,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny Diesel XV
Ford Figo Diesel EXI,2014,400000,30000,Diesel,Individual,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo Diesel EXI
Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Individual,Manual,Second,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Individual,Manual,Second,18.0,995.0,62.0,5.0,Chevrolet,Spark 1.0 LS
BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above,16.07,1995.0,181.0,5.0,BMW,3 Series 320d Sedan
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 LX BSIII
Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Individual,Automatic,Second,10.93,2497.0,204.0,5.0,Mercedes-Benz,E-Class E 250 Elegance
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Individual,Manual,First,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 Sportz Option 1.4 CRDi
Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Individual,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 7 Seater
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Individual,Manual,Second,10.9,796.0,32.8,5.0,Maruti,Omni LPG CARGO BSIII W IMMOBILISER
Hyundai i20 Magna,2009,229999,60000,Petrol,Individual,Manual,Third,18.5,1197.0,80.0,5.0,Hyundai,i20 Magna
Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Individual,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze i-VTEC Privilege Edition
Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Individual,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Individual,Manual,Third,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Individual,Manual,Second,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4 SX Dual Tone
Maruti Ertiga VDI,2018,875000,35000,Diesel,Individual,Manual,Second,25.47,1248.0,88.5,7.0,Maruti,Ertiga VDI
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Individual,Manual,Third,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDi (O)
Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz ZDi
Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Individual,Manual,Second,18.16,1196.0,86.8,5.0,Ford,Figo 1.2P Titanium MT
Hyundai i10 Sportz,2011,225000,80000,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,Manual,Second,15.64,1193.0,64.08,5.0,Tata,Indigo CS eGLX BS IV
Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Individual,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Hyundai i20 Magna,2009,235000,100000,Petrol,Individual,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20 Magna
Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Individual,Manual,Second,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta
Hyundai i10 Sportz,2011,235000,80000,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Maruti Alto LXi,2010,190000,35000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Individual,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza Aura (ABS) Quadrajet BS IV
Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Individual,Manual,Second,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta 1.2
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Third,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Individual,Manual,First,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XT
Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Individual,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 AWD
Nissan Micra XE,2011,110000,110000,Petrol,Individual,Manual,First,18.06,1198.0,75.0,5.0,Nissan,Micra XE
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Individual,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 VXI
Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Individual,Manual,Second,26.2,998.0,58.2,5.0,Maruti,Wagon R LXI LPG BSIV
Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Individual,Manual,First,19.4,1405.0,70.0,5.0,Tata,Indica Vista TDI LX
Hyundai Accent GLS,2002,55000,120000,Petrol,Individual,Manual,Fourth & Above,13.2,1495.0,94.0,5.0,Hyundai,Accent GLS
Maruti Swift VDI,2013,450000,108800,Diesel,Individual,Manual,Third,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz Option
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Individual,Manual,First,15.4,2523.0,75.0,7.0,Mahindra,Scorpio S3 9 Seater BSIV
Ford Figo Diesel EXI,2011,240000,72000,Diesel,Individual,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel EXI
Renault KWID RXL,2018,350000,40000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Individual,Manual,Third,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX BSIII
Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Individual,Manual,First,18.0,995.0,62.0,5.0,Chevrolet,Spark 1.0 LS
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Magna Plus BSIV
Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna
Renault KWID RXT,2015,210000,210000,Petrol,Individual,Manual,Second,25.17,799.0,53.3,5.0,Renault,KWID RXT
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Individual,Manual,Second,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI
Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Individual,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GL Plus
Mahindra Bolero Power Plus ZLX,2016,700000,103000,Diesel,Individual,Manual,First,16.5,1493.0,70.0,7.0,Mahindra,Bolero Power Plus ZLX
Maruti Wagon R LXI Minor,2010,194000,577414,Petrol,Individual,Manual,Second,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor
Maruti Alto LX,2006,120000,100000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LX
Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Individual,Automatic,First,15.5,1198.0,86.7,5.0,Honda,Amaze S AT i-Vtech
Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Individual,Automatic,First,15.5,1198.0,86.7,5.0,Honda,Amaze S AT i-Vtech
Honda Brio S MT,2014,325000,40000,Petrol,Individual,Manual,Third,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,9.0,Mahindra,Bolero 2011-2019 Plus AC
Hyundai EON Magna Plus,2017,265000,100000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus
Maruti Omni 8 Seater BSII,2008,100000,120000,Petrol,Individual,Manual,Second,19.7,796.0,35.0,8.0,Maruti,Omni 8 Seater BSII
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First,23.0,1248.0,88.7,5.0,Tata,Zest Quadrajet 1.3 XM
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Individual,Manual,First,21.9,1396.0,88.8,5.0,Hyundai,i20 Magna Optional 1.4 CRDi
Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 AMT Zeta BSIV
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second,21.4,1197.0,83.1,5.0,Maruti,Baleno Alpha 1.2
Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica Vista Quadrajet VX
Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First,16.5,1493.0,70.0,7.0,Mahindra,Bolero Power Plus LX
Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero Sport 4X4
Tata Indica V2 DLE BSIII,2009,90000,60000,Diesel,Individual,Manual,Second,17.88,1396.0,52.8,5.0,Tata,Indica V2 DLE BSIII
Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W6 2WD
Ford Figo Petrol EXI,2010,160000,90000,Petrol,Individual,Manual,Second,15.6,1196.0,70.0,5.0,Ford,Figo Petrol EXI
Honda Civic 1.8 (E) MT,2006,150000,80000,Petrol,Individual,Manual,Third,13.5,1799.0,130.0,5.0,Honda,Civic 1.8 (E) MT
Maruti Zen Estilo LX BSIV,2010,200000,35000,Petrol,Individual,Manual,First,19.0,998.0,67.1,5.0,Maruti,Zen Estilo LX BSIV
Toyota Corolla Altis Diesel D4DG,2011,365000,185000,Diesel,Individual,Manual,Second,21.43,1364.0,87.2,5.0,Toyota,Corolla Altis Diesel D4DG
Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Individual,Manual,Second,15.7,1172.0,67.0,5.0,Fiat,Punto 1.2 Active
Fiat Avventura Power Up 1.3 Active,2016,360000,100000,Diesel,Individual,Manual,First,20.5,1248.0,91.72,5.0,Fiat,Avventura Power Up 1.3 Active
Honda City 2017-2020 GXi,2008,200000,110000,Petrol,Individual,Manual,Second,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi
Skoda Laura Ambiente,2010,250000,100000,Diesel,Individual,Manual,Second,17.5,1896.0,106.0,5.0,Skoda,Laura Ambiente
Skoda Laura Ambiente 1.9 PD,2008,229999,110000,Diesel,Individual,Manual,Second,17.5,1896.0,106.0,5.0,Skoda,Laura Ambiente 1.9 PD
Ford Fiesta 1.4 ZXi TDCi ABS,2011,320000,130000,Diesel,Individual,Manual,Second,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 ZXi TDCi ABS
Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta 1.6 SX
Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Individual,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Zeta Automatic
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Individual,Automatic,Second,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 AMT Zeta BSIV
Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,First,23.57,1396.0,70.0,5.0,Tata,Indigo CR4
Maruti Wagon R AMT VXI,2017,430000,20000,Petrol,Individual,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI
Hyundai EON Era,2014,225000,35000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era
Hyundai i20 Sportz 1.4 CRDi,2014,440000,70000,Diesel,Individual,Manual,Second,22.54,1396.0,88.73,5.0,Hyundai,i20 Sportz 1.4 CRDi
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,70000,Diesel,Individual,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus Dual Tone
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Sportz
Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000,121941,Diesel,Dealer,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 EV PS 8 STR BSIV
Tata Tiago 1.2 Revotron XZ,2016,350000,15000,Petrol,Individual,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ
Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Individual,Manual,First,14.0,2489.0,95.0,8.0,Mahindra,Xylo D2 BSIV
Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,152186,Diesel,Dealer,Manual,Second,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL Optional with Nav
Hyundai i10 Magna,2013,295000,82246,Petrol,Dealer,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Maruti Swift VXI Optional,2016,540000,20000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Optional
Maruti Swift Dzire ZDI,2017,754000,40000,Diesel,Individual,Manual,First,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire ZDI
Toyota Innova 2.5 GX 8 STR BSIV,2011,650000,89580,Diesel,Dealer,Manual,Second,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 GX 8 STR BSIV
Toyota Innova 2.5 VX 7 STR,2011,550000,250000,Diesel,Individual,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 VX 7 STR
Toyota Innova 2.5 V Diesel 7-seater,2011,550000,250000,Diesel,Individual,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Ford Figo 1.2P Titanium MT,2019,675000,2789,Petrol,Dealer,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo 1.2P Titanium MT
Ford Freestyle Titanium Plus Diesel,2018,700000,35278,Diesel,Dealer,Manual,First,23.8,1499.0,98.97,5.0,Ford,Freestyle Titanium Plus Diesel
Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Dealer,Manual,First,23.8,1499.0,98.97,5.0,Ford,Freestyle Titanium Diesel
Toyota Innova 2.5 VX 7 STR,2010,515000,200000,Diesel,Individual,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 VX 7 STR
Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Individual,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 G80 K4 Plus
Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Individual,Manual,Third,15.0,1086.0,66.6,5.0,Hyundai,Getz 1.1 GVS
Toyota Etios VXD,2011,350000,100000,Diesel,Individual,Manual,Second,23.59,1364.0,67.1,5.0,Toyota,Etios VXD
Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Dealer,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium
Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 EX BSII
